FGSAVE 11
2 60.0993 2.38561 -1.26336 1 1 2 0 0
2 400 360 72 96 30 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1312 831 295 72 109 25 0 0
4345.9 3255.63 0.692162 0.721742 260 142 168 5 38 97 100 49.9601 0 -180.083 0 2 -180.083 -180.083 0 -1 -180.083
120 120
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 3 0 3 3 0 3 0 0 0 3 3 1 0 1 0 1 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 3 3 0 0 3 3 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 3 0 3 1 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 0 0 3 1 0 3 3 3 0 3 0 0 0 3 0 1 3 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 3 3 0 0 0 0 3 0 3 0 0 3 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 0 0 0 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 3 3 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 3 0 0 3 0 3 3 0 3 0 3 3 3 3 1 3 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 3 0 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 3 0 0 3 3 3 0 3 0 3 0 0 3 3 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 3 0 3 3 3 3 3 3 3 3 0 0 3 3 3 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 3 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 3 1 0 0 0 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 3 1 0 0 0 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 3 0 3 0 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 0 3 0 3 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 3 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 3 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 3 3 0 3 0 3 3 3 3 3 3 2 2 2 3 3 2 3 3 3 3 0 3 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 3 0 0 3 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 3 0 0 0 1 0 0 0 0 0 3 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 3 3 3 3 3 3 3 3 3 3 2 2 2 2 3 3 2 3 3 3 3 3 3 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 3 0 0 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 3 3 
1 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 1 0 3 0 3 0 0 3 3 3 3 3 2 3 3 2 3 2 3 2 2 3 2 3 3 3 3 3 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 3 3 0 3 3 3 3 3 2 3 2 2 2 3 3 3 3 3 3 3 3 
1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 3 0 0 3 0 3 3 0 1 0 0 0 3 1 1 0 0 0 1 1 0 0 0 1 0 0 1 3 0 0 0 0 3 3 3 3 3 3 3 2 3 3 3 3 2 2 2 3 3 3 2 3 3 3 3 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 3 0 3 0 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 1 1 1 1 1 1 0 1 0 0 0 0 1 3 0 3 1 0 3 3 0 3 3 1 3 3 3 0 0 0 0 0 1 1 0 0 0 0 3 3 0 0 3 3 3 3 3 3 2 3 3 3 2 3 2 2 2 2 2 2 2 2 3 3 2 3 3 3 3 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 3 0 0 3 3 0 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 
1 0 0 0 0 1 0 3 0 0 0 0 0 1 3 0 0 0 0 0 0 0 3 3 3 1 3 1 0 0 1 0 0 0 0 1 3 0 1 0 0 0 3 0 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 0 3 3 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 3 3 3 3 3 3 2 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 0 0 
0 3 3 0 3 0 0 3 0 3 3 0 3 3 0 3 0 3 0 3 3 3 0 0 0 1 3 0 0 0 1 0 1 0 0 0 0 0 0 0 3 3 3 3 3 3 3 3 2 3 3 2 2 2 2 2 2 2 2 2 2 2 3 3 2 3 3 3 3 0 3 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 3 3 3 3 3 3 2 2 3 3 3 2 3 3 3 2 3 3 3 3 3 3 3 3 3 3 
3 0 3 0 0 3 3 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 1 1 1 3 0 0 3 0 0 0 3 3 3 3 3 3 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 3 3 3 3 3 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 3 0 0 0 3 3 3 3 3 3 3 3 3 2 2 2 3 3 3 2 3 3 3 3 3 3 3 3 3 3 
